STRUCTURE_NUMBER_008,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,MIN_CONDITION,Infrastructure_Risk
100689,3,7,00060,0,7,57,71000,'SR-60 WB','SR-60 EB Ramp','1.8MI NORTH OF I-275',99.99,0.256,0,10140117.0,0.0,27580362,82325385,8,3,1,1,14,2008,1,3,9400,2021,6,13.8,0,42,0,1,1,1,N,5,N,0.0,0.0,A,1,1,3,2,0,0,1,0,13.8,61.0,61.0,0.0,0.0,13.8,14.8,99.99,H,5.15,H,4.2,2.8,7.0,8.0,8.0,,,1,56.5,1,33.9,8,9,6,5,N,8,,,1121,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,9,0,,N,16309,2043,0.0,,7,902.8,7.0,Low
100691,3,1,00589,0,7,57,71000,'SR 60 RAMPS A3  A4 & A5','SR 589 NB VETS EXP','1.7MI NORTH OF  I-275',99.99,0.312,1,10589000.0,0.0,27580408,82324930,0,3,1,1,12,2008,3,5,8750,2021,6,17.4,0,45,0,1,1,1,1,5,N,0.0,0.0,A,1,1,4,2,0,0,4,0,17.4,69.4,223.5,0.0,0.0,17.4,18.3,99.99,H,5.33,H,3.0,6.5,8.0,8.0,8.0,8.0,,1,54.5,1,32.7,8,7,5,5,N,8,,,922,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,10,0,,N,15181,2043,0.0,,8,4090.05,8.0,Low
100692,3,1,00060,0,7,57,71000,'FRONTAGE RD CONNECTOR','SR 60 WB','0.5MI W of MEMORIAL HWY',99.99,9.648,1,10140000.0,0.0,27580377,82330675,1,3,1,1,14,2007,4,2,34500,2021,6,21.0,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,1,5,6,0,0,1,0,21.0,20.0,20.0,0.0,0.0,21.0,21.9,99.99,H,5.82,H,3.7,0.0,8.0,8.0,8.0,,,1,99.9,1,57.2,8,9,8,5,N,8,,,922,24,N  ,N  ,N  ,,,,,,,0,L,1,1,0,0,1,0,0,0,6,0,,N,59858,2043,0.0,,8,438.0,8.0,Low
100693,3,1,00060,0,7,57,71000,'BAYPORT DR.','SR-60 EB','0.5 MI. W OF MEMORIAL HWY',30.18,9.648,1,10140000.0,0.0,27580289,82330674,1,3,1,1,14,2009,3,2,34500,2021,6,28.4,0,0,1,1,1,1,1,5,N,0.0,0.0,A,1,1,5,6,0,0,1,0,28.4,20.1,20.1,0.0,0.0,28.4,29.4,30.45,H,5.15,H,2.1,0.0,8.0,8.0,8.0,,,1,87.9,1,52.8,8,9,4,5,N,8,,,621,24,N  ,N  ,N  ,,,,,,,0,R,1,1,0,0,1,0,0,0,6,0,,N,59858,2043,0.0,,8,590.94,8.0,Low
100694,8,7,00618,0,7,57,71000,'CSX RAILROAD AND 26TH ST','XTOWN (SR-618) WB','22ND STREET OFF-RAMP WB',99.99,0.372,0,10900002.0,0.0,27570742,82255048,3,2,1,31,12,2013,2,2,4900,2023,A,13.0,0,2,1,1,1,1,1,5,N,0.0,0.0,A,6,4,6,21,0,0,10,0,12.2,77.3,522.9,0.0,0.0,12.2,13.1,30.45,R,8.29,R,8.2,0.0,8.0,8.0,8.0,,,3,45.8,3,35.4,8,9,9,5,N,7,,,123,24,N  ,N  ,Y12,,,123.0,,,,3,N,1,1,0,0,1,1,0,0,10,0,,N,6125,2042,0.0,,8,6849.99,8.0,Low
100695,1,1,00275,0,7,57,71000,'MACDILL AVE.','I-275 NB','0.8 MI. E OF DALE MABRY',30.45,7.411,1,10190000.0,0.0,27572020,82293560,1,3,1,1,11,2009,5,4,104000,2021,6,25.6,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,1,5,6,0,0,1,0,25.6,32.9,32.9,0.0,0.0,25.6,26.5,30.45,H,5.43,H,7.9,0.0,8.0,8.0,7.0,,,1,99.9,1,57.8,7,7,7,5,N,8,,,421,24,N  ,N  ,N  ,,,,,,,1,R,1,1,0,0,1,0,0,0,7,1,,N,180440,2043,0.0,,7,871.85,7.0,Low
100696,1,1,00275,0,7,57,71000,'MACDILL AVE','I-275 SB','0.6 MI W/O HOWARD AVE',30.18,7.411,1,10190000.0,0.0,27572280,82293560,1,3,1,1,11,2014,5,4,104000,2022,A,25.9,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,1,5,2,0,0,1,0,25.9,32.9,32.9,0.0,0.0,25.9,26.7,99.99,H,5.7,H,7.3,0.0,8.0,7.0,8.0,,,3,48.0,3,43.7,7,9,7,5,N,8,,,1122,24,N  ,N  ,N  ,,,,,,,1,L,1,1,0,0,1,0,0,0,7,1,,N,180440,2042,0.0,,7,878.43,7.0,Low
100697,1,1,00275,0,7,57,71000,'ARMENIA AVENUE','I-275 NB','1.3 MILES E OF DALE MABRY',99.99,8.209,1,10190000.0,0.0,27572003,82290602,1,3,1,1,11,2008,4,5,104000,2021,6,21.9,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,1,5,6,0,0,1,0,21.9,41.8,41.8,0.0,0.0,21.9,22.9,99.99,H,5.24,H,19.8,7.2,8.0,8.0,7.0,,,1,99.9,1,56.7,7,7,9,5,N,8,,,421,24,N  ,N  ,N  ,,,,,,,1,R,1,1,0,0,1,0,0,0,7,1,,N,180440,2043,0.0,,7,957.22,7.0,Low
100698,1,1,00275,0,7,57,71000,'ARMENIA AVE.','I-275 (SR-93)','1.2MI W OF HILLS. RIVER',99.99,8.209,1,10190000.0,0.0,27572243,82290596,0,3,1,1,11,2014,4,3,104000,2021,A,21.9,0,0,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,1,0,21.9,41.9,41.9,0.0,0.0,21.9,22.9,30.18,H,5.09,H,20.1,11.0,8.0,8.0,8.0,,,3,47.0,3,42.1,8,7,9,5,N,8,,,421,24,N  ,N  ,N  ,,,,,,,1,L,1,1,0,0,1,0,0,0,7,1,,N,180440,2043,0.0,,8,959.51,8.0,Low
100699,1,1,00275,0,7,57,71000,'HOWARD AVENUE','I-275 NB','1.4 MILES E OF DALE MABRY',99.99,8.415,1,10190000.0,0.0,27572010,82285860,1,3,1,1,11,2008,4,4,113000,2021,6,21.9,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,1,5,6,0,0,1,0,21.9,41.8,41.8,0.0,0.0,21.9,22.9,99.99,H,5.39,H,12.2,15.2,8.0,7.0,8.0,,,1,99.9,1,56.9,7,7,9,5,N,8,,,421,24,N  ,N  ,N  ,,,,,,,1,R,1,1,0,0,1,0,0,0,7,1,,N,196055,2043,0.0,,7,957.22,7.0,Low
100700,1,1,00275,0,7,57,71000,'HOWARD AVE.','I-275 SB (SR-93)','2.2MI WEST OF I-4',30.45,8.415,1,10190000.0,0.0,27572238,82285859,0,3,1,1,11,2014,4,4,113000,2021,A,21.9,0,0,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,1,0,21.9,41.9,41.9,0.0,0.0,21.9,22.9,30.45,H,5.43,H,12.4,19.0,8.0,8.0,8.0,,,3,47.0,3,42.1,8,7,9,5,N,8,,,421,24,N  ,N  ,N  ,,,,,,,1,L,1,1,0,0,1,0,0,0,7,1,,N,196055,2043,0.0,,8,959.51,8.0,Low
100701,1,1,00275,0,7,57,71000,'Rome Ave.','I-275 NB','1.8 Mi. E of Dale Mabry',30.45,9.028,1,10190000.0,0.0,27571960,82283610,1,3,1,1,11,2009,5,2,113000,2021,6,25.6,0,0,0,1,1,1,1,5,N,0.0,0.0,A,1,1,5,6,0,0,1,0,25.6,32.9,32.9,0.0,0.0,25.6,26.5,30.45,H,5.73,H,5.2,0.0,8.0,7.0,8.0,,,1,99.9,1,57.8,7,7,9,5,N,8,,,521,24,N  ,N  ,N  ,,,,,,,1,R,1,1,0,0,1,1,0,0,7,1,,N,196055,2043,0.0,,7,871.85,7.0,Low
100702,1,1,00275,0,7,57,71000,'ROME AVENUE','I-275 SB','0.4MI E OF HOWARD AVE',30.45,9.028,1,10190000.0,0.0,27572210,82283600,1,3,1,1,11,2014,6,4,113000,2021,A,29.4,0,0,1,1,1,1,1,5,N,0.0,0.0,A,1,1,5,2,0,0,1,0,29.4,32.9,32.9,0.0,0.0,29.4,30.3,99.99,H,5.64,H,5.9,0.0,8.0,8.0,8.0,,,3,50.0,3,46.1,8,7,9,5,N,8,,,521,24,N  ,N  ,N  ,,,,,,,1,L,1,1,0,0,1,0,0,0,7,1,,N,196055,2043,0.0,,8,996.87,8.0,Low
100703,1,1,00275,0,7,57,71000,'Willow Ave.','I-275 NB','2.0 MI E of Dale Mabry',30.45,9.439,1,10190000.0,0.0,27571984,82282115,1,3,1,1,11,2009,5,2,113000,2021,6,27.5,0,0,1,1,1,1,1,5,N,0.0,0.0,A,1,1,5,6,0,0,1,0,27.5,32.9,32.9,0.0,0.0,27.5,28.5,30.45,H,5.64,H,6.3,0.0,8.0,7.0,8.0,,,1,99.9,1,58.7,7,9,9,5,N,8,,,521,24,N  ,N  ,N  ,,,,,,,1,R,1,1,0,0,1,0,0,0,7,1,,N,196055,2043,0.0,,7,937.65,7.0,Low
100704,1,1,00275,0,7,57,71000,'WILLOW AVENUE','I-275 (SR-93) SB','0.8 MI W/O US-41 BUS',99.99,9.439,1,10190000.0,0.0,27572262,82282111,1,3,1,1,11,2014,5,2,113000,2022,A,30.8,0,0,1,1,1,1,1,5,N,0.0,0.0,A,1,1,5,2,0,0,1,0,99.9,32.9,32.9,0.0,0.0,30.5,30.5,99.99,H,5.79,H,6.4,0.0,8.0,8.0,8.0,,,3,51.0,3,46.7,8,9,9,5,N,8,,,1122,24,N  ,N  ,N  ,,,,,,,1,L,1,1,0,0,1,1,0,0,7,1,,N,196055,2042,0.0,,8,1003.45,8.0,Low
100705,1,1,00275,0,7,57,71000,'NORTH BLVD.','I-275 NB','2.3 MI EAST OF US-92',30.45,9.846,1,10190000.0,0.0,27572069,82280627,1,3,1,1,11,2009,5,5,113000,2021,6,26.7,0,0,1,1,1,1,1,5,N,0.0,0.0,A,1,1,5,2,0,0,1,0,26.7,37.5,37.5,0.0,0.0,26.7,27.1,30.45,H,5.12,H,6.0,0.0,7.0,8.0,8.0,,,1,81.4,1,37.2,8,9,9,5,N,8,,,821,24,N  ,N  ,N  ,,,,,,,1,R,1,1,0,0,1,0,0,0,7,1,,N,196055,2043,0.0,,7,1016.25,7.0,Low
100706,3,7,00589,0,7,57,71000,'W CYPRESS STREET','RAMP CD WB','0.4MI. N OF I-275',30.45,0.029,0,10000043.0,0.0,27570861,82320355,0,3,1,1,14,2009,1,5,15200,2022,6,8.1,0,57,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,1,0,8.1,47.7,47.7,0.0,0.0,8.1,9.1,99.99,H,5.64,H,7.5,0.0,8.0,8.0,8.0,,,1,80.9,1,48.4,8,9,9,5,N,8,,,122,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,9,0,,N,26372,2042,0.0,,8,434.07,8.0,Low
100707,3,7,00000,0,7,57,71000,'W. CYPRESS STREET','RAMP A4','0.4MI. N OF I-275',99.99,0.847,0,10270113.0,0.0,27570864,82320607,0,3,1,1,14,2008,1,5,3700,2022,6,9.3,0,60,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,1,0,9.3,46.5,46.5,0.0,0.0,9.3,10.3,99.99,H,6.13,H,7.7,0.0,8.0,8.0,8.0,,,1,72.0,1,43.2,8,9,7,5,N,8,,,122,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,9,0,,N,6420,2042,0.0,,8,478.95,8.0,Low
100708,3,1,00589,0,7,57,71000,'DANA SHORES CANAL','SR-589','0.1 MI NORTH OF SR-60',99.99,0.0,1,10000000.0,0.0,27580606,82325644,0,3,1,1,14,2010,6,0,72250,2022,A,36.9,1,24,0,0,0,N,N,5,0,0.0,0.0,A,1,5,1,19,0,0,2,0,18.3,3.6,7.4,0.0,0.0,0.0,0.0,99.99,N,0.0,N,0.0,0.0,,,,7.0,7.0,3,58.2,3,44.9,7,N,N,5,8,8,,,1022,24,N  ,Y24,N  ,,922.0,,,,,0,N,2,1,0,0,N,N,N,N,5,1,,8,98473,2042,0.0,,7,273.06,7.0,Low
100709,3,7,00060,0,7,57,71000,'LEMON ST DITCH','RAMP CD WB','0.1MI.EAST OF CYPRESS ST.',99.99,1.065,0,10190009.0,0.0,27570394,82320038,0,3,1,1,14,2009,1,0,25000,2021,6,7.9,0,32,0,1,1,1,1,5,N,0.0,0.0,A,6,0,5,2,0,0,1,0,7.9,24.8,24.8,0.0,0.0,7.9,8.8,99.99,N,0.0,N,0.0,0.0,8.0,8.0,8.0,,,1,65.0,1,38.8,8,8,N,5,N,8,,,1221,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,9,0,,N,43375,2043,0.0,,8,218.24,8.0,Low
100710,3,7,00060,0,7,57,71000,'LEMON ST DITCH','RAMP A4','0.1MI S OF W CYPRESS ST.',99.99,1.022,0,10270113.0,0.0,27570388,82320333,1,1,1,1,14,2008,1,0,6700,2021,6,9.3,1,63,0,1,1,1,N,5,0,0.0,0.0,A,1,0,5,2,0,0,1,0,9.3,23.5,23.5,0.0,0.0,9.3,10.3,99.99,N,0.0,N,0.0,0.0,8.0,8.0,8.0,,,1,63.2,1,37.9,8,9,N,5,N,8,,,1121,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,9,1,,N,11624,2043,0.0,,8,242.05,8.0,Low
100711,3,7,00400,0,7,57,71000,'CSX RR  SR-618 & SR-60','I-4 WB to 22 St SB','0.4MI S OF I-4 EB',6.95,0.618,0,10472502.0,0.0,27570947,82253539,3,2,1,31,12,2013,1,28,6950,2022,A,8.2,0,0,1,1,1,1,1,5,N,0.0,0.0,A,7,4,6,21,0,0,31,0,8.2,71.9,1542.3,0.0,0.0,8.2,9.3,30.45,H,5.21,H,3.0,3.0,7.0,7.0,8.0,,,3,46.7,3,37.6,7,9,4,5,N,6,,,1221,24,N  ,N  ,Y12,,,1222.0,,,,0,N,1,1,0,0,1,1,0,0,11,1,,N,12058,2042,0.0,,7,14343.39,7.0,Low
100712,1,7,00075,0,7,57,71000,'I-75 & CR 581','CR581 WB TO  I75SB','4.6MI SW OF SR-56',30.18,0.171,0,10075366.0,0.0,28072100,82222900,0,3,1,1,11,2008,2,18,13500,2022,9,14.0,0,99,0,1,1,1,1,5,N,0.0,0.0,A,7,1,4,6,0,0,7,0,14.0,98.8,536.1,0.0,0.0,14.0,15.1,99.99,H,5.49,H,3.2,8.5,8.0,7.0,8.0,,,1,69.4,1,41.6,7,9,4,5,N,5,,,1121,24,Y12,N  ,N  ,1122.0,,,,,,0,N,1,1,0,0,1,0,0,0,9,0,,N,23422,2042,0.0,,7,8095.11,7.0,Low
100713,3,7,00000,0,7,57,71000,'26TH STREET','RAMP N','0.2 MI E/O 22ND ST',99.99,0.333,0,10472503.0,0.0,27570508,82255051,0,2,1,1,12,2013,1,2,6950,2021,A,8.2,0,0,0,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,3,0,8.2,31.9,95.6,0.0,0.0,8.2,9.2,99.99,H,6.74,H,8.8,0.0,8.0,8.0,8.0,,,3,37.9,3,33.9,8,9,9,5,N,7,,,1221,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,1,0,0,11,0,,N,12058,2043,0.0,,8,879.52,8.0,Low
100714,8,7,00618,0,7,57,71000,'RAMP E AND CSX RAILROAD','XTOWN (SR-618) WB','0.50 MI EAST OF 22ND ST',5.43,0.122,0,10002042.0,0.0,27571066,82253637,3,2,1,31,12,2013,1,2,2500,2023,A,8.3,0,1,0,1,1,N,1,5,N,0.0,0.0,A,6,4,6,21,0,0,4,0,8.3,56.9,202.9,0.0,0.0,8.3,9.2,5.43,H,6.58,H,1.9,3.0,8.0,7.0,8.0,,,3,52.4,3,34.8,7,9,5,5,N,7,,,123,24,N  ,N  ,Y12,,,123.0,,,,3,N,1,1,0,0,1,1,0,0,9,0,,N,3125,2042,0.0,,7,1866.68,7.0,Low
100715,3,7,00400,0,7,57,71000,'CSX RR  SR-618 & SR-60','NB 22 ST to EB I-4','0.4MI E OF 22ND ST(US41B)',5.21,0.602,0,10472503.0,0.0,27571075,82253176,3,2,1,31,12,2013,1,12,6950,2022,A,8.2,0,0,1,1,1,1,1,5,N,0.0,0.0,A,8,4,6,21,0,0,16,0,8.2,79.5,856.7,0.0,0.0,8.2,9.2,5.21,H,7.19,H,3.0,2.4,8.0,7.0,8.0,,,3,40.2,3,33.3,7,9,4,5,N,7,,,1221,24,N  ,N  ,Y12,,,1222.0,,,,0,N,1,1,0,0,1,1,0,0,11,0,,N,12058,2042,0.0,,7,7881.64,7.0,Low
100716,3,7,00400,0,7,57,71000,'CSX RR & SR-60','I-4 WB to SR618 WB','0.1MI S OF GANTRY STRUCTU',99.99,0.309,0,10472508.0,0.0,27571750,82253410,3,2,1,31,12,2013,2,4,1596,2022,A,12.1,0,0,1,1,1,1,1,5,N,0.0,0.0,A,6,4,6,21,0,0,6,0,12.1,76.2,326.0,0.0,0.0,12.1,13.1,99.99,H,8.9,H,10.4,0.0,7.0,7.0,7.0,7.0,,3,39.8,3,32.7,7,9,9,5,N,6,,,1221,24,N  ,N  ,Y12,,,1222.0,,,,0,N,1,1,0,0,1,1,0,0,11,1,,N,2769,2042,0.0,,7,4270.6,7.0,Low
100717,3,7,00400,0,7,57,71000,'CSX RR  SR-618 & SR-60','SR618 EB to I-4 EB','0.4MI E OF 22ND ST (US41B',6.64,0.122,0,10472506.0,0.0,27571023,82253304,3,2,1,31,12,2013,2,12,2100,2022,A,12.2,0,0,1,1,1,1,1,5,N,0.0,0.0,A,7,4,6,21,0,0,16,0,12.2,79.0,810.1,0.0,0.0,12.2,13.1,6.74,H,5.94,H,3.0,2.4,7.0,7.0,8.0,,,3,42.5,3,36.4,7,9,4,5,N,6,,,1221,24,N  ,N  ,Y12,,,1222.0,,,,0,N,1,1,0,0,1,0,0,0,11,1,,N,3644,2042,0.0,,7,10612.31,7.0,Low
100718,3,7,00400,0,7,57,71000,'CSX RR & SR-60','RAMP K','0.1MI S OF GANTRY STRUCTU',99.99,0.0,0,10472510.0,0.0,27571380,82253510,3,2,1,31,12,2013,1,4,504,2022,A,8.0,0,0,1,1,1,1,1,5,N,0.0,0.0,A,6,4,6,21,0,0,9,0,8.0,72.4,433.8,0.0,0.0,8.0,9.0,99.99,H,9.69,R,10.7,0.0,7.0,7.0,8.0,,,3,51.5,3,33.7,7,9,9,5,N,6,,,1221,24,N  ,N  ,Y12,,,1222.0,,,,0,N,1,1,0,0,1,1,0,0,11,1,,N,874,2042,0.0,,7,3904.2,7.0,Low
100719,3,7,00400,0,7,57,71000,'CSX RR  SR-618 & SR-60','SR618 EB to I-4 WB','0.5MI. E OF 22ND ST',5.55,0.618,0,10472500.0,0.0,27571154,82252796,3,2,1,31,12,2013,2,21,17050,2022,A,12.2,0,0,1,1,1,1,1,5,N,0.0,0.0,A,8,4,6,21,0,0,27,0,12.2,78.6,1458.5,0.0,0.0,12.2,13.1,5.55,H,5.12,H,9.1,0.0,7.0,7.0,8.0,,,3,39.5,3,36.8,7,9,7,5,N,6,,,1221,24,N  ,N  ,Y12,,,1222.0,,,,0,N,1,1,0,0,1,0,0,0,11,0,,N,29582,2042,0.0,,7,19106.35,7.0,Low
100720,3,7,00400,0,7,57,71000,'CSX RAILROAD','RAMPS E & K','AT SOUTH SIDE OF GANTRY',6.0,0.14,0,10472508.0,0.0,27572570,82253530,3,2,1,31,12,2013,3,0,1596,2022,A,15.9,0,3,1,1,1,1,1,5,N,0.0,0.0,A,1,2,6,21,0,0,3,0,15.9,76.1,171.4,0.0,0.0,15.9,16.9,6.02,R,9.15,R,9.3,0.0,8.0,7.0,8.0,,,3,40.5,3,35.3,7,9,9,5,N,8,,,1221,24,N  ,N  ,Y12,,,1222.0,,,,0,N,1,1,0,0,1,0,0,0,11,1,,N,2769,2042,0.0,,7,2896.66,7.0,Low
100721,3,7,00400,0,7,57,71000,'CSX RR  SR 60  & 34TH ST','SR618 WB to I-4 WB','SR-618 WB OFF-RAMP',99.99,0.137,0,10472505.0,0.0,27571606,82252912,3,2,1,31,12,2013,2,8,17050,2022,A,12.2,0,0,0,1,1,1,1,5,0,0.0,0.0,A,6,8,6,21,0,0,11,0,12.2,76.7,604.4,0.0,0.0,12.2,13.1,99.99,H,7.92,H,5.6,11.6,7.0,7.0,7.0,8.0,,3,40.8,3,32.7,7,9,6,5,9,8,,,1221,24,N  ,N  ,Y12,,,1222.0,,,,0,N,1,1,0,0,1,0,0,0,11,1,,8,29582,2042,0.0,,7,7917.64,7.0,Low
100722,3,7,00000,0,7,57,71000,'4TH STREET & CSX RR','I-4 EB (SR-400)','60 FT N/O GANTRY STRUCTUR',5.12,0.381,0,10472502.0,0.0,27573139,82253444,1,2,1,31,12,2013,6,4,6950,2021,A,37.5,3,0,1,1,1,1,1,5,N,0.0,0.0,A,1,4,5,2,0,0,5,0,17.1,42.1,190.9,0.0,0.0,37.5,49.1,99.99,H,8.99,H,7.0,0.0,8.0,8.0,8.0,,,3,47.6,3,43.1,8,9,9,5,N,8,,,1221,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,11,1,,N,12058,2043,0.0,,8,9373.19,8.0,Low
100723,3,7,00000,0,7,57,71000,'GANTRY ACCESS LOT','RAMPS F  N  D','60 FT S/O GANTRY STRUCTUR',99.99,1.458,0,10472503.0,0.0,27572641,82253254,1,2,1,31,12,2013,6,0,6950,2021,A,42.9,3,0,1,1,1,1,1,5,N,0.0,0.0,A,1,0,5,2,0,0,1,0,12.2,43.3,43.3,0.0,0.0,42.9,47.7,99.99,N,9.14,N,0.0,0.0,8.0,8.0,8.0,,,3,46.0,3,41.7,8,9,N,5,N,8,,,1221,24,N  ,N  ,N  ,,,,,,,1,N,1,1,0,0,1,0,0,0,11,1,,N,12058,2043,0.0,,8,2065.41,8.0,Low
100724,3,7,00400,0,7,57,71000,'7TH AVENUE (CR-574)','VIADUCT RAMP E','0.3 MI S OF I-4 WB',30.45,0.074,0,10472502.0,0.0,27573683,82253468,3,2,1,31,12,2013,3,4,6950,2021,A,12.8,0,0,1,1,1,1,1,5,N,0.0,0.0,A,6,1,5,2,0,0,7,0,12.8,44.7,306.3,0.0,0.0,12.8,13.7,30.45,H,9.36,H,7.5,0.0,6.0,8.0,8.0,,,3,39.7,3,36.0,8,4,9,5,N,7,,,1121,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,11,1,,N,12058,2043,0.0,,6,4196.31,6.0,Medium
100725,8,7,00400,0,7,57,71000,'4TH AVENUE','RAMPS F&D TRANSITI','0.3 MI N OF SR-618',99.99,0.834,0,10472505.0,0.0,27572984,82253252,3,2,1,31,12,2013,5,2,17050,2021,A,36.8,1,0,1,1,1,1,1,5,N,0.0,0.0,A,1,1,5,2,0,0,3,0,19.0,42.1,121.7,0.0,0.0,36.8,38.5,99.99,H,9.05,H,6.9,0.0,7.0,7.0,8.0,,,3,48.3,3,44.1,7,9,9,5,N,8,,,1121,24,N  ,N  ,N  ,,,,,,,0,N,1,0,0,0,1,0,0,0,11,1,,N,29582,2043,0.0,,7,4685.45,7.0,Low
100726,8,7,00400,0,7,57,71000,'7TH AVE.','I-4 (SR-400) EB','0.1 MI S OF I-4',8.11,0.0,0,10472500.0,0.0,27573682,82253380,3,2,1,31,12,2013,3,4,17050,2021,A,13.1,0,0,1,1,1,1,1,5,N,0.0,0.0,A,6,4,5,2,0,0,9,0,13.1,44.8,384.7,0.0,0.0,13.1,17.7,99.99,H,8.2,H,12.1,0.0,8.0,8.0,8.0,,,3,37.2,3,33.5,8,5,9,5,N,8,,,1121,24,N  ,N  ,N  ,,,,,,,0,R,1,1,0,0,1,0,0,0,11,1,,N,29582,2043,0.0,,8,6809.19,8.0,Low
100727,8,7,00400,0,7,57,71000,'CSX RR  7TH AVE & RAMP F','RMP D & VIADUCT CD','0.5MI N OF SR-618',99.99,0.953,0,10472505.0,0.0,27573681,82253195,3,2,1,31,12,2013,3,6,17050,2021,A,17.1,0,0,1,1,1,1,1,5,N,0.0,0.0,A,6,4,5,2,0,0,13,0,17.1,45.7,534.5,0.0,0.0,17.1,18.0,99.99,H,5.91,H,3.7,5.2,7.0,7.0,7.0,,,3,37.3,3,33.6,7,9,9,5,N,8,,,1121,24,N  ,N  ,N  ,,,,,,,0,N,1,1,0,0,1,0,0,0,11,1,,N,29582,2043,0.0,,7,9621.0,7.0,Low
